title,organization,location,salary,starting_date,published_date,tags,discipline_primary,discipline_secondary,salary_lincoln_adjusted,cost_of_living_index,geographic_region,first_seen,last_updated,position_id,description,is_graduate_position,position_type,grad_confidence
"M.S. Assistantship: Pronghorn Movement Ecology, New Mexico",New Mexico State University (State),"Las Cruces, New Mexico","starting at $27,800 per year",after 8/20/2025,06/05/2025,Graduate Opportunities,Non-Graduate,,32705.88235294118,0.85,Southwest,2025-07-04T15:57:51.081173,2025-07-04T15:57:51.081173,-8245177765353041969,,False,Professional/Other,0.0
MS Opportunity - Trends in Common Bottlenose Dolphin Demography in Biscayne Bay,Colorado State University (State),"Colorado State University (Fort Collins, Colorado)","$2,600 to $2,800 per month",after 8/18/2025,06/03/2025,Graduate Opportunities,Non-Graduate,,28363.63636363636,1.1,West,2025-07-04T15:57:51.081173,2025-07-04T15:57:51.081173,9034098558412319891,,False,Professional/Other,0.0
Greater Sage-Grouse Technician-Wyoming,University of Wyoming (State),"Point of Rocks, Wyoming",Commensurate / Negotiable,between 6/22/2025 and 8/15/2025,06/02/2025,Undergraduate Opportunities,Non-Graduate,,0.0,0.9,West,2025-07-04T15:57:51.081173,2025-07-04T15:57:51.081173,-8480304394090657764,,False,Professional/Other,0.0
Bird Outcomes Assessment Tech - Alabama or Mississippi,"Pheasants Forever, Inc (Private)",multiple,"$45,000 per year",after 6/30/2025,05/30/2025,Graduate Opportunities,Non-Graduate,,45000.0,1.0,Remote/Multiple,2025-07-04T15:57:51.081173,2025-07-04T15:57:51.081173,-64920151436486311,,False,Professional/Other,0.0
Environmental Project Manager,Stoney Ridge Environmental LLC. (Private),"8 Kiana Road (Alton, New Hampshire)",Commensurate / Negotiable,after 6/1/2025,05/16/2025,Graduate Opportunities,Non-Graduate,,0.0,1.05,Northeast,2025-07-04T15:57:51.081173,2025-07-04T15:57:51.081173,-1075152062025606489,,False,Professional/Other,0.0
USDA-FS Air Quality Bioindicators,Oak Ridge Associated Universities (ORAU) (Private),multiple,Commensurate / Negotiable,after 7/1/2025,05/15/2025,"Faculty / Post-Doc Appointments, Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,1.0,Remote/Multiple,2025-07-04T15:57:51.081173,2025-07-04T15:57:51.081173,4917355850550371608,,False,Professional/Other,0.0
Applied Landscape Ecologist,Santa Barbara County Fire Safe Council (Private),"Santa Barbara, California","$104,000 to $110,000 per year",between 6/30/2025 and 7/5/2025,05/14/2025,Graduate Opportunities,Non-Graduate,,74285.71428571429,1.4,West,2025-07-04T15:57:51.081173,2025-07-04T15:57:51.081173,8764496260600741754,,False,Professional/Other,0.0
"Flying A Ranch Fall Internship / Hunting Guide, Bandera Texas",Flying A Ranch (Keith Lake) (Private),"1919 State Hwy 173 South (Bandera, Texas)","starting at $1,700 per month",after 8/11/2025,05/06/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,21473.684210526317,0.95,Southwest,2025-07-04T15:57:51.081173,2025-07-04T15:57:51.081173,1589715385837578653,,False,Professional/Other,0.0
USDA-FS Full-stack Development in Wildland Fire and Smoke Science Software Applications,Oak Ridge Associated Universities (ORAU) (Private),"Seattle, Washington",Commensurate / Negotiable,after 6/1/2025,04/29/2025,"Faculty / Post-Doc Appointments, Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,1.5,West,2025-07-04T15:57:51.081173,2025-07-04T15:57:51.081173,-7553553907820499585,,False,Professional/Other,0.0
Deer Capture Technician,George Wittemyer (State),"1474 campus delivery; Fort Collins, CO 80523 (Fort Collins, Colorado)","$3,000 to $3,350 per month",between 8/1/2025 and 9/15/2025,04/25/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,32727.272727272724,1.1,West,2025-07-04T15:57:51.081173,2025-07-04T15:57:51.081173,-130582494939948322,,False,Professional/Other,0.0
Fish Passage Biologist I,Quileute Natural Resources (Tribal Government),"La Push, Washington","$55,000 to $70,000 per year",after 4/1/2025,04/01/2025,Graduate Opportunities,Non-Graduate,,45833.333333333336,1.2,West,2025-07-04T15:57:51.081173,2025-07-04T15:57:51.081173,8141363839098529531,,False,Professional/Other,0.0
Scientist I (Part-Time),Resource Environmental Solutions (Private),multiple,Commensurate / Negotiable,after 8/1/2025,06/13/2025,Graduate Opportunities,Non-Graduate,,0.0,1.0,Remote/Multiple,2025-07-04T15:57:51.081173,2025-07-04T15:57:51.081173,5397156726198586856,,False,Professional/Other,0.0
RESEARCH SCIENTIST III (EPIDEMIOLOGY/BIOSTATISTICS) - Quantitative Ecologist,California Department of Fish and Wildlife (State),"1010 Riverside Parkway, West Sacramento, CA 95605 (West Sacramento, CA 95605, California) | remote work allowed","$8,045 to $10,364 per month",between 7/28/2025 and 7/28/2026,06/11/2025,Graduate Opportunities,Non-Graduate,,68957.14285714286,1.4,West,2025-07-04T15:57:51.081173,2025-07-04T15:57:51.081173,-7161514878890578779,,False,Professional/Other,0.0
Headwaters Science Institute School Program and Summer Camp Coordinator Job,Headwaters Science Institute (Private),"Truckee, California",$28 to $32 per hour,between 7/28/2025 and 9/1/2025,06/06/2025,Graduate Opportunities,Non-Graduate,,0.0,1.4,West,2025-07-04T15:57:51.081173,2025-07-04T15:57:51.081173,-5827358133966062438,,False,Professional/Other,0.0
Coral Restoration Intern,Reef Renewal USA (Private),Florida Keys (Florida),starting at $900 per month,after 10/2/2025,05/22/2025,Undergraduate Opportunities,Non-Graduate,,11368.42105263158,0.95,Southeast,2025-07-04T15:57:51.081173,2025-07-04T15:57:51.081173,-8643536675291832856,,False,Professional/Other,0.0
Oyster Hatchery Project Manager,A.I.S. Inc. (Private),"Milford, Connecticut",Commensurate / Negotiable,after 7/7/2025,05/12/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,1.25,Northeast,2025-07-04T15:57:51.081173,2025-07-04T15:57:51.081173,-1715715917459465867,,False,Professional/Other,0.0
NOAA Surveillance for the Presence of Algal Toxins in Food Webs Summer Fellowship,Oak Ridge Associated Universities (ORAU) (Private),"Seattle, Washington",Commensurate / Negotiable,after 5/19/2025,03/28/2025,Undergraduate Opportunities,Environmental Science,,0.0,1.5,West,2025-07-04T15:57:51.081173,2025-07-04T15:57:51.081173,2118223124666502742,,True,Fellowship,0.2
Sea Turtle Conservation Short-term Field Internship,Osa Conservation (Private),Costa Rica,none,after 5/1/2025,03/11/2025,Undergraduate Opportunities,Non-Graduate,,0.0,1.05,Other,2025-07-04T15:57:51.081173,2025-07-04T15:57:51.081173,-6058100147424856793,,False,Professional/Other,0.0
Wildlife Images Rehabilitation and Education Center,Intern Coordinator (Private),"11845 LOWER RIVER ROAD (Grants Pass, Oregon)",none,between 4/1/2025 and 5/1/2026,01/17/2025,Undergraduate Opportunities,Non-Graduate,,0.0,1.1,West,2025-07-04T15:57:51.081173,2025-07-04T15:57:51.081173,3640435261248493871,,False,Professional/Other,0.0
Aquarist / Marine Science Educator Internship housing and utilities included,Gulf Specimen Marine Lab (Private),"222 Clark Drive (Panacea , Florida)",none,after 8/1/2025,03/11/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,0.95,Southeast,2025-07-04T15:57:51.081173,2025-07-04T15:57:51.081173,5275316324788213170,,False,Professional/Other,0.0
Continuing Education - Master's degrees for Natural Resources Professionals,Frostburg State University (State),"Frostburg State University (Frostburg, Maryland)","starting at $2,500 per year",between 8/11/2025 and 8/25/2025,01/17/2025,Graduate Opportunities,Human Dimensions,,2173.913043478261,1.15,Southeast,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,7971400735299959247,,True,Masters Position,0.2
Master Naturalist,Swan Valley Connections (Private),"Condon, Montana",none,after 8/16/2025,11/12/2024,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,0.9,West,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,767949405869048584,,False,Professional/Other,0.0
Masters Thesis opportunity working with the Rio Grande Cooter,Eastern New Mexico Unviersity (Federal),"1500 South Avenue K (Portales, New Mexico)","up to $20,000 per year",after 8/15/2025,06/17/2025,"Graduate Opportunities, Grant",Other,,23529.411764705885,0.85,Southwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,4870875737782076250,,True,Masters Position,0.2
Master’s Positions in Environmental Sciences at University of South Alabama,University of South Alabama (State),"Mobile, Alabama",Commensurate / Negotiable,after 8/17/2025,06/16/2025,Graduate Opportunities,Non-Graduate,,0.0,0.8,Southeast,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-4717636430445297880,,False,Professional/Other,0.0
Master in Environmental Management Degree,Western Colorado University (State),"Gunnison, Colorado | remote work allowed",none,after 7/1/2025,10/01/2024,Graduate Opportunities,Non-Graduate,,0.0,1.1,West,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,4338737857144592127,,False,Professional/Other,0.0
PhD and MS Positions in Water Security and Sustainability,"WESA Lab, Texas A&M University - Corpus Christi (State)","6300 Ocean Drive (Corpus Christi, Texas)",Commensurate / Negotiable,after 8/25/2025,06/03/2025,Graduate Opportunities,Other,,0.0,0.95,Southwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,4740445380249411931,,True,PhD Position,0.4
PhD Research Assistantship - Feral Swine Ecology and Management,Texas Tech University (State),"Lubbock, Texas","starting at $22,000 per year",after 9/1/2025,05/30/2025,Graduate Opportunities,Environmental Science,,23157.894736842107,0.95,Southwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,7409438901350733943,,True,Graduate Assistantship,0.6
"*Quebec, Canada* Funded MSc and PhD opportunities in Ecology",University of Sherbrooke (Private),"Sherbrooke, Canada","$20,000 to $25,000 per year",between 5/1/2026 and 9/1/2026,05/21/2025,Graduate Opportunities,Environmental Science,,18181.81818181818,1.1,International,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,7174733310782364574,,True,PhD Position,0.2
PhD Graduate Research Assistantship: Virtual Fence – Range Cattle,University of Idaho (State),"Salmon, Idaho","starting at $31,000 per year",between 5/30/2025 and 8/18/2025,05/05/2025,Graduate Opportunities,Other,,34444.444444444445,0.9,West,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,5586561640257500552,,True,Graduate Assistantship,0.6
"PhD Student, Movement Ecology of Midcontinent Mallards, Arkansas",University of Arkansas Monticello (State),"110 University Court (Monticello, Arkansas)","$30,000 to $32,500 per year",between 8/18/2025 and 1/12/2026,04/04/2025,Graduate Opportunities,Environmental Science,,37500.0,0.8,Southeast,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,8279811708022156301,,True,PhD Position,0.2
"PhD Graduate Assistantship, Avian Community and Population Responses to Northern Bobwhite Management",Tarleton State University (State),"Box T-0050 (Stephenville, Texas)","starting at $30,000 per year",after 8/15/2025,03/27/2025,Graduate Opportunities,Wildlife Management and Conservation,Human Dimensions,31578.947368421053,0.95,Southwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-9025390435879168846,,True,Graduate Assistantship,0.6
PhD Assistantship - Fisheries Science,"Department of Natural Resource Management, South Dakota State University (State)","200 US-14 BYP, Brookings, SD 57006, USA (Brookings, South Dakota)","$29,000 to $31,000 per year",between 5/20/2025 and 7/21/2025,02/03/2025,Graduate Opportunities,Fisheries Management and Conservation,,34117.64705882353,0.85,Midwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-51719367797654640,,True,PhD Position,0.2
Graduate Student Position - seasonal bat health dynamics at Auburn University,Auburn University (State),"College of Forestry, Wildlife and Environment (Auburn, Alabama)","$23,500 to $26,500 per year",between 1/1/2026 and 1/7/2026,05/21/2025,Graduate Opportunities,Other,,29375.0,0.8,Southeast,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,5302421338964178397,,True,Graduate Position,0.2
Graduate Student Work Study Positions,Antioch University (Private),remote work allowed,starting at $16 per hour,after 8/25/2025,06/16/2025,Graduate Opportunities,Other,,0.0,1.0,Remote/Multiple,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-1242780314101455844,,True,Graduate Position,0.2
"M.S. (Biology) Graduate Research Assistantship Positions in Herpetology, Spatial Ecology, and Behavioral Ecology",West Texas A&M University (State),"West Texas A&M University (Canyon, Texas)","$26,159 to $27,794 per year",after 1/1/2026,06/12/2025,Graduate Opportunities,Environmental Science,,27535.789473684214,0.95,Southwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-1585242620394098702,,True,Graduate Assistantship,0.6
M.S. Graduate Assistantship – Deer population demographics prior to elk reintroduction,Bemidji State University (State),"Bemidji, Minnesota","starting at $28,000 per year",after 8/20/2025,06/10/2025,Graduate Opportunities,Wildlife Management and Conservation,,28000.0,1.0,Midwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-2138641589440801995,,True,Graduate Assistantship,0.4
MS - Assistantship - Migratory Game Bird Wintering Habitat Assessment - Graduate Research Assistant II,Sul Ross State University (State),"Alpine, Texas","$1,500 per month",after 8/15/2025,06/10/2025,Graduate Opportunities,Wildlife Management and Conservation,,18947.368421052633,0.95,Southwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,7996118635049634442,,True,Graduate Assistantship,0.2
Graduate Assistantship (M.S.) - Forestry/Forest Biometrics,"University of Tennessee, School of Natural Resources (State)","University of Tennessee (Knoxville, Tennessee)","$21,000 to $28,000 per year",after 8/18/2025,06/04/2025,Graduate Opportunities,Environmental Science,,24705.88235294118,0.85,Southeast,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,2981519356267886330,,True,Graduate Assistantship,0.4
"Ph.D. or M.S. Graduate Research Assistantship – Physical, Ecological, and Social Dynamics of South Carolina Tidal Trunks",Clemson University (State),multiple,"$22,000 to $25,000 per year",8/18/2025,06/03/2025,Graduate Opportunities,Human Dimensions,Environmental Science,22000.0,1.0,Remote/Multiple,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,312190220619658243,,True,Graduate Assistantship,0.4
Ph.D. or M.Sc.- Graduate Assistantship in American Black Duck Movement Ecology,University of Rhode Island (State),"University of Rhode Island (Kingston, Rhode Island)","up to $43,000 per year",after 1/1/2026,05/30/2025,Graduate Opportunities,Environmental Science,,39090.90909090909,1.1,Northeast,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,7638371122307737485,,True,Graduate Assistantship,0.4
MS - Assistantship - Wetland Habitat Dynamics in the Chihuahuan Desert - Graduate Research Assistant II,Sul Ross State University (State),"Alpine, Texas","$1,500 per month",after 8/15/2025,05/29/2025,Graduate Opportunities,Wildlife Management and Conservation,,18947.368421052633,0.95,Southwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,3840982416596241447,,True,Graduate Assistantship,0.2
Graduate Assistantship in Environmental Microbiology,Georgia Southern University (State),"Georgia Southern University (Statesboro, Georgia)","$14,000 to $28,000 per year",after 8/13/2025,04/09/2025,Undergraduate Opportunities,Environmental Science,,15555.555555555555,0.9,Southeast,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-2238786631048981463,,True,Graduate Assistantship,0.4
Graduate Research Assistant--Bat Ecology and Conservation,Texas Tech University (State),"TTU Natural Resources Management 2903 15th Street 2903 15th Street (Lubbock, Texas)","$18,000 to $22,000 per year",between 5/1/2025 and 8/31/2025,02/07/2025,Graduate Opportunities,Environmental Science,,18947.368421052633,0.95,Southwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-2679144080141090373,,True,Graduate Assistantship,0.2
Graduate Research Assistant/Ant Colony Impacts on Ecosystems,University of Texas at Tyler (State),"University of Texas at Tyler (Tyler, Texas)","$21,000 per year",after 1/15/2026,08/29/2024,"Graduate Opportunities, Grant",Environmental Science,,22105.263157894737,0.95,Southwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,7911174426336152240,,True,Graduate Assistantship,0.2
Ph.D. and M.S. GRAs: Aquatic Ecology and Harmful Algal Blooms,Auburn University (State),"Auburn University, Alabama","$30,000 to $35,000 per year",between 1/1/2025 and 12/31/2025,11/20/2024,Graduate Opportunities,Non-Graduate,,37500.0,0.8,Southeast,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,9110757042444538519,,False,Professional/Other,0.0
Several MS positions in Applied Ecology and Conservation Biology - Frostburg State University,Frostburg State University (State),"Frostburg State University (Frostburg, Maryland)","$9,000 to $15,000 per year",between 8/11/2025 and 8/18/2025,01/17/2025,Graduate Opportunities,Environmental Science,,7826.08695652174,1.15,Southeast,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,3943000212226154168,,True,Masters Position,0.2
"PhD in Fisheries, Wildlife, and Conservation Sciences: Developing multi-method approaches for landscape-scale sampling of small mammals",Oregon State University (State),"Oregon State University (Corvallis, Oregon)","$30,000 to $33,000 per year",after 1/5/2026,06/09/2025,Graduate Opportunities,Wildlife Management and Conservation,,27272.727272727272,1.1,West,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,7293342223952277599,,True,PhD Position,0.2
Summer Avian Field Technician,Kansas State University (State),"McPherson, Kansas","$2,000 to $2,500 per month",between 6/13/2025 and 6/30/2025,06/16/2025,Undergraduate Opportunities,Non-Graduate,,28235.29411764706,0.85,Midwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-423785471942077424,,False,Professional/Other,0.0
MS Research Assistant - Natural Resource Sciences,North Dakota State University (State),"North Dakota State University (Fargo, North Dakota)","up to $22,000 per year",after 8/1/2025,06/02/2025,Graduate Opportunities,Other,,25882.352941176472,0.85,Midwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-6857490135116455386,,True,Graduate Assistantship,0.2
Extension Instructor or Open Rank Extension Educator Livestock Systems (Brown County),Nebraska Extension - University of Nebraska-Lincoln (State),"Ainsworth, Nebraska",Commensurate / Negotiable,between 6/26/2025 and 12/31/2025,05/28/2025,"Faculty / Post-Doc Appointments, Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,1.0,Midwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,3547108898641649786,,False,Professional/Other,0.0
"University of Tennessee, Knoxville M.S. in Wildlife and Fisheries Science – Communities Associated with Aquatic Habitat Restoration","University of Tennessee, Knoxville - School of Natural Resources, Fisheries (State)","University of Tennessee (Knoxville, Tennessee)","starting at $35,000 per year",before 8/15/2025,04/25/2025,Graduate Opportunities,Non-Graduate,,41176.470588235294,0.85,Southeast,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-1122669227707086188,,False,Professional/Other,0.0
Professional Certificate - Conservation Planning,Center for Wildlife Studies (Private),remote work allowed,none,between 7/7/2025 and 6/16/2026,06/18/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,1.0,Remote/Multiple,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-4285151274589867271,,False,Professional/Other,0.0
GRA Opportunity in Veterinary Virology and Immunology,University of Tennessee (State),"2407 River Drive (Knoxville , Tennessee)","starting at $35,000 per year",after 8/18/2025,06/09/2025,Graduate Opportunities,Non-Graduate,,41176.470588235294,0.85,Southeast,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,6284206502917064039,,False,Professional/Other,0.0
M.S. Assistantship – Artificial Reef Research: South Texas,University of Texas Rio Grande Valley (State),"One West University Blvd. (Brownsville, Texas)","$1,333 per month",between 7/21/2025 and 9/1/2025,06/03/2025,Graduate Opportunities,Non-Graduate,,16837.894736842107,0.95,Southwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-7208370167061198413,,False,Professional/Other,0.0
Ph.D. Research Assistantship in Fisheries Conflict and Food Security - Start date Fall 2025 or Spring 2026,University of Massachusetts Dartmouth (State),"New Bedford, Massachusetts","$26,700 to $41,694 per year",after 1/1/2026,06/09/2025,Graduate Opportunities,Fisheries Management and Conservation,Human Dimensions,20538.46153846154,1.3,Northeast,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-7538651877420336040,,True,Graduate Assistantship,0.4
M.S. Research Assistantship in Manta Ray Conservation and Bycatch Mitigation,University of Massachusetts Dartmouth (State),"New Bedford, Massachusetts","$24,700 to $34,675 per year",after 9/1/2025,06/09/2025,Graduate Opportunities,Wildlife Management and Conservation,,19000.0,1.3,Northeast,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-8375596544772646237,,True,Graduate Assistantship,0.4
USDA-FS Fellowship in Forest Restoration Modeling,Oak Ridge Associated Universities (ORAU) (Private),remote work allowed,Commensurate / Negotiable,after 6/1/2025,05/15/2025,Graduate Opportunities,Wildlife Management and Conservation,Environmental Science,0.0,1.0,Remote/Multiple,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-6711132450188428069,,True,Fellowship,0.2
Environmental Educator Intern,Nemours Wildlife Foundation (Private),"Yemassee, South Carolina",starting at $500 per week,after 8/4/2025,05/14/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,0.85,Southeast,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-383744626372073696,,False,Professional/Other,0.0
Trans-Pecos Texas Black Bear Research Technician,Borderlands Research Institute (State),Texas,$18 per hour,9/1/2025,03/28/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,0.95,Southwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-4083573578236741902,,False,Professional/Other,0.0
Southwest Texas Black Bear Capture Technician,Borderlands Research Institute (State),"207 Wildcat Dr, Del Rio, TX 78840, USA (Del Rio, Texas)",$18 per hour,9/15/2025,03/28/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,0.95,Southwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-3496546756515203970,,False,Professional/Other,0.0
Junior Specialist – Hydro-Ecology Of Montane Streams and Meadows,University of California Davis (State),"Center for Watershed Sciences, University of California Davis (Davis, California)","$53,100 to $56,600 per year",between 10/18/2024 and 6/30/2025,10/18/2024,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,37928.57142857143,1.4,West,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,3421203024260045422,,False,Professional/Other,0.0
"Sea Turtle Rehabilitation, Conservation, and Education Internship",Karen Beasley Sea Turtle Rescue and Rehabilitation Center (Private),"Karen Beasley Sea Turtle Rescue and Rehabilitation Center (Surf City, North Carolina)",$120 per week,after 9/29/2025,06/16/2025,Undergraduate Opportunities,Non-Graduate,,0.0,0.9,Southeast,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,8204184848253903670,,False,Professional/Other,0.0
Coral Conservation and Reef Restoration Internship,Coral Restoration Foundation (Private),"89111 Overseas Highway (Tavernier, Florida)","$1,000 to $1,500 per month",9/1/2025,06/05/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,12631.578947368422,0.95,Southeast,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,5598095513723050855,,False,Professional/Other,0.0
East Foundation: Range and Wildlife Technicians,East Foundation (Private),"474 East Ranch Rd, Hebbronville, TX 78361, USA (Guerra, Texas)",starting at $15 per hour,between 9/10/2025 and 9/15/2025,06/05/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,0.95,Southwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,1844282880253430358,,False,Professional/Other,0.0
Land Steward Apprentice,Rob and Bessie Welder Wildlife Foundation (Private),"4H7M+G3 Sinton, TX, USA (Sinton, Texas)",$16.50 per hour,between 8/4/2025 and 8/30/2025,05/30/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,0.95,Southwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-6855845912601223038,,False,Professional/Other,0.0
Environmental Education Fellow,Osprey Wilds Environmental Learning Center (Private),"54165 Audubon Drive (Sandstone, Minnesota)",$225 to $275 per week,after 4/1/2025,03/18/2025,Graduate Opportunities,Non-Graduate,,0.0,1.0,Midwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-6331233570623696715,,False,Professional/Other,0.0
Academic Adviser - Paid Internship in South Africa,Bushveld Biodiversity Research Centre (Private),"5GG9+W3 Maasstroom, South Africa",Commensurate / Negotiable,between 8/28/2025 and 9/18/2025,06/16/2025,"Faculty / Post-Doc Appointments, Graduate Opportunities",Non-Graduate,,0.0,1.05,Other,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-3910010646308781275,,False,Professional/Other,0.0
Precision Silviculture Analyst,The Westervelt Company (Private),"1400 Jack Warner Parkway NE (Tuscaloosa, AL 35404, Alabama)","$84,000 to $126,000 per year",after 6/30/2025,06/09/2025,Graduate Opportunities,Non-Graduate,,105000.0,0.8,Southeast,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-8339437631514012216,,False,Professional/Other,0.0
Field Assistant working with wild parrots and macaws in Tambopata PERU,The Macaw Society (Private),"Tambopata National Reserve (Tambopata, Peru)",none,after 6/18/2025,10/24/2024,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,1.0,Remote/Multiple,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-3714373338466384467,,False,Professional/Other,0.0
Giraffe and Rhino Research Project - Internship in South Africa,WildComm Research Stations (Private),"Vivo, Limpopo, South Africa",none,between 9/4/2025 and 10/2/2025,06/16/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,1.05,Other,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,5932305397380465269,,False,Professional/Other,0.0
Wildlife Rehabilitation Internship,Treehouse Wildlife Center (Private),"23956 Green Acres Rd (Dow, Illinois)",none,after 7/2/2025,06/16/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,1.05,Midwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-7853922987971840892,,False,Professional/Other,0.0
FWC Imperiled Species Management Section Internship,Florida Fish & Wildlife Conservation Commission (State),"1875 Orange Ave East (Tallahassee, Florida)",none,after 8/22/2025,06/10/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,0.95,Southeast,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-5064480951285179172,,False,Professional/Other,0.0
Sr. Research Technician-Fisheries (Lake Sturgeon),Missouri Cooperative Fish & Wildlife Research Unit (State),"1111 Rollins Street (Columbia, Missouri)",$14.80 to $20.32 per hour,after 8/1/2025,06/03/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,0.85,Midwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,8433763255954834677,,False,Professional/Other,0.0
Wildlife Biologist,Teya Development (Private),"Fort Irwin, California",$25 to $28 per hour,after 5/26/2025,05/27/2025,Undergraduate Opportunities,Non-Graduate,,0.0,1.4,West,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,5561536627744197195,,False,Professional/Other,0.0
Environmental Technician (Entry Level) – Travel-Based Field Work,The Carel Corporation (Private),"136 Pecan Street (Keller, Texas)","$48,000 to $50,000 per year",after 5/21/2025,05/21/2025,Undergraduate Opportunities,Non-Graduate,,50526.31578947369,0.95,Southwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-9168959778903873114,,False,Professional/Other,0.0
USDA-APHIS HPAI Modeling Fellowship,Oak Ridge Associated Universities (ORAU) (Private),"Manhattan, Kansas | remote work allowed",Commensurate / Negotiable,after 6/1/2025,05/21/2025,"Faculty / Post-Doc Appointments, Graduate Opportunities",Environmental Science,,0.0,0.85,Midwest,2025-07-06T06:39:47.102148,2025-07-06T06:39:47.102148,-7150952170290838861,,True,Fellowship,0.2
